0.067	82.2274
0.0726754	81.8738
0.0783507	81.6396
0.0840261	81.5577
0.0897015	81.5713
0.0953768	81.357
0.101052	81.0461
0.106728	80.9558
0.112403	80.7483
0.118078	80.6106
0.123754	80.5696
0.129429	80.3406
0.135104	80.1673
0.14078	79.8834
0.146455	79.7726
0.152131	79.6961
0.157806	79.4058
0.163481	79.2881
0.169157	79.1983
0.174832	79.219
0.180507	79.3154
0.186183	79.3984
0.191858	79.3566
0.197533	79.4257
0.203209	79.3775
0.208884	79.1354
0.21456	79.0599
0.220235	78.991
0.22591	78.9628
0.231586	79.1068
0.237261	79.2732
0.242936	79.08
0.248612	79.0123
0.254287	78.6396
0.259963	78.5695
0.265638	78.714
0.271313	78.5905
0.276989	78.722
0.282664	78.8669
0.288339	78.9012
0.294015	78.7293
0.29969	78.6668
0.305366	78.8317
0.311041	79.0324
0.316716	79.0398
0.322392	79.0393
0.328067	79.0872
0.333742	79.0045
0.339418	78.977
0.345093	79.0108
0.350768	79.0037
0.356444	79.197
0.362119	79.4052
0.367795	79.2112
0.37347	79.2244
0.379145	79.21
0.384821	79.2175
0.390496	79.3771
0.396171	79.3778
0.401847	79.3154
0.407522	79.156
0.413198	79.329
0.418873	79.2045
0.424548	79.2252
0.430224	79.3224
0.435899	79.2952
0.441574	79.2533
0.44725	79.3566
0.452925	79.3499
0.4586	79.6613
0.464276	79.3994
0.469951	79.4553
0.475627	79.5868
0.481302	79.7034
0.486977	79.8409
0.492653	79.6538
0.498328	79.8812
0.504003	80.033
0.509679	79.8392
0.515354	79.9223
0.521029	79.9991
0.526705	80.0066
0.53238	80.1252
0.538056	80.1809
0.543731	80.2078
0.549406	80.0557
0.555082	80.4623
0.560757	80.7323
0.566432	80.4839
0.572108	80.484
0.577783	80.3867
0.583459	80.2961
0.589134	80.4074
0.594809	80.5257
0.600485	80.5604
0.60616	80.4219
0.611835	80.6294
0.617511	80.6845
0.623186	80.5195
0.628862	80.5893
0.634537	80.6247
0.640212	80.6864
0.645888	80.7202
0.651563	80.7814
0.657238	81.0165
0.662914	81.051
0.668589	81.162
0.674264	81.2731
0.67994	81.3081
0.685615	81.176
0.691291	80.9887
0.696966	80.9619
0.702641	81.3294
0.708317	81.4738
0.713992	81.5016
0.719667	81.3371
0.725343	81.3435
0.731018	81.4881
0.736694	81.6266
0.742369	81.8469
0.748044	81.8605
0.75372	81.777
0.759395	81.5559
0.76507	81.5694
0.770746	81.7982
0.776421	81.6398
0.782097	81.7087
0.787772	81.8477
0.793447	81.6674
0.799123	81.6398
0.804798	81.6608
0.810473	81.6532
0.816149	81.6673
0.821824	81.7848
0.827499	81.8605
0.833175	81.916
0.83885	82.2207
0.844526	82.1645
0.850201	82.0537
0.855876	81.8458
0.861552	81.7007
0.867227	81.9905
0.872902	82.309
0.878578	82.0549
0.884253	82.1036
0.889928	82.0546
0.895604	82.3443
0.901279	82.3309
0.906955	82.5324
0.91263	82.5878
0.918305	82.5257
0.923981	82.5594
0.929656	82.4479
0.935331	82.3088
0.941007	82.3087
0.946682	82.6196
0.952358	82.5784
0.958033	82.6131
0.963708	82.7242
0.969384	82.7243
0.975059	82.6207
0.980734	82.5658
0.98641	82.3583
0.992085	82.4342
0.997761	82.6209
1.00344	82.5727
1.00911	82.4627
1.01479	82.4691
1.02046	82.5867
1.02614	82.7248
1.03181	82.794
1.03749	82.9671
1.04316	83.0367
1.04884	83.1536
1.05451	83.0771
1.06019	82.9739
1.06586	82.9191
1.07154	83.0574
1.07722	83.0434
1.08289	82.9399
1.08857	83.1683
1.09424	83.2726
1.09992	83.3619
1.10559	83.4715
1.11127	83.5404
1.11694	83.4373
1.12262	83.6376
1.12829	83.5957
1.13397	83.4852
1.13964	83.3679
1.14532	83.4307
1.151	83.4381
1.15667	83.3344
1.16235	83.5345
1.16802	83.3062
1.1737	83.3205
1.17937	83.5344
1.18505	83.5136
1.19072	83.3747
1.1964	83.2098
1.20207	83.5558
1.20775	83.7284
1.21342	83.6245
1.2191	83.7348
1.22478	83.8868
1.23045	83.9769
1.23613	83.9633
1.2418	84.0329
1.24748	83.9011
1.25315	83.715
1.25883	83.7432
1.2645	83.8326
1.27018	83.8458
1.27585	83.8386
1.28153	83.7693
1.2872	83.8035
1.29288	83.852
1.29856	83.7488
1.30423	83.8462
1.30991	83.9152
1.31558	83.991
1.32126	83.9282
1.32693	83.8182
1.33261	84.1367
1.33828	84.2887
1.34396	84.1362
1.34963	84.1841
1.35531	84.2671
1.36098	84.1563
1.36666	83.9354
1.37233	84.039
1.37801	84.2331
1.38369	84.2261
1.38936	84.1148
1.39504	84.1149
1.40071	84.2669
1.40639	84.377
1.41206	84.4185
1.41774	84.4877
1.42341	84.4954
1.42909	84.3994
1.43476	84.4137
1.44044	84.5795
1.44611	84.4546
1.45179	84.4123
1.45747	84.3708
1.46314	84.1568
1.46882	84.1285
1.47449	84.1215
1.48017	84.1012
1.48584	84.1154
1.49152	84.1709
1.49719	84.33
1.50287	84.5302
1.50854	84.586
1.51422	84.5926
1.51989	84.5302
1.52557	84.4816
1.53125	84.6262
1.53692	84.6606
1.5426	84.7168
1.54827	84.6406
1.55395	84.6957
1.55962	84.4057
1.5653	84.427
1.57097	84.5438
1.57665	84.7306
1.58232	84.648
1.588	84.6897
1.59367	84.6697
1.59935	84.6354
1.60503	84.683
1.6107	84.7445
1.61638	84.8135
1.62205	84.8346
1.62773	84.8773
1.6334	84.9879
1.63908	84.8354
1.64475	84.8348
1.65043	84.8481
1.6561	84.8274
1.66178	85.09
1.66745	85.2419
1.67313	84.8063
1.6788	84.6403
1.68448	84.6954
1.69016	84.6056
1.69583	84.8335
1.70151	84.9729
1.70718	84.9186
1.71286	85.0649
1.71853	85.1325
1.72421	85.2005
1.72988	84.9933
1.73556	85.0001
1.74123	84.973
1.74691	84.9447
